,words,pos,dep,stop,likenum,nounchunk,cem,label
392,dried,4,amod,0,0,0,0,0
393,black,3,amod,0,0,0,0,0
394,precipitate,1,nsubjpass,0,0,0,0,0
395,was,4,auxpass,1,0,0,0,0
396,then,0,advmod,1,0,0,0,0
397,calcined,4,ROOT,0,0,0,0,0
398,in,0,prep,1,0,0,0,0
399,air,1,pobj,0,0,0,0,0
400,at,0,prep,1,0,0,0,0
401,900,0,nummod,0,1,0,0,0
402,°C,1,compound,0,0,0,0,0
403,for,0,prep,1,0,0,0,0
404,10,0,nummod,0,1,0,0,0
405,min,1,pobj,0,0,0,0,0
407,with,0,prep,1,0,0,0,0
408,a,0,det,1,0,0,0,0
409,heating,1,compound,0,0,0,0,0
410,rate,1,pobj,0,0,0,0,0
411,of,0,prep,1,0,0,0,0
412,5,0,nummod,0,1,0,0,0
413,°C,1,compound,0,0,0,0,0
414,min−1,1,pobj,0,0,0,0,0
415,and,0,cc,1,0,0,0,0
416,cooled,4,conj,0,0,0,0,0
417,to,0,prep,1,0,0,0,0
418,room,4,compound,0,0,0,0,0
419,temperature,1,pobj,0,0,0,0,0
420,naturally,0,advmod,0,0,0,0,0
422,Finally,0,advmod,0,0,0,0,0
424,a,0,det,1,0,0,0,0
425,red,3,amod,0,0,0,0,0
426,powder,1,nsubjpass,0,0,0,0,0
427,was,4,auxpass,1,0,0,0,0
428,obtained,4,ROOT,0,0,0,0,0
429,and,0,cc,1,0,0,0,0
430,collected,4,conj,0,0,0,0,0
431,for,0,prep,1,0,0,0,0
432,further,3,amod,1,0,0,0,0
433,characterizations,1,pobj,0,0,0,0,0
435,"
",0,,0,0,0,0,0
436,Synthesis,2,ROOT,0,0,0,0,0
437,of,0,prep,1,0,0,0,0
438,GO,2,pobj,0,0,0,0,0
439,and,0,cc,1,0,0,0,0
440,Na3V2(PO4)3,2,conj,0,0,0,0,0
442,GO,2,nsubjpass,0,0,0,0,0
443,was,4,auxpass,1,0,0,0,0
444,prepared,4,ROOT,0,0,0,0,0
445,by,0,agent,1,0,0,0,0
446,an,0,det,1,0,0,0,0
447,improved,3,amod,0,0,0,0,0
448,Hummers,2,compound,0,0,0,0,0
449,course,1,pobj,0,0,0,0,0
451,The,0,det,0,0,0,0,0
452,resultant,1,nsubj,0,0,0,0,0
453,GO,1,compound,0,0,0,0,0
454,dispersion,1,nsubj,0,0,0,0,0
455,underwent,3,compound,0,0,0,0,0
456,dialysis,1,ROOT,0,0,0,0,0
458,room,1,compound,0,0,0,0,0
459,temperature,1,appos,0,0,0,0,0
461,14,0,nummod,0,1,0,0,0
462,days,1,appos,0,0,0,0,0
464,and,0,cc,1,0,0,0,0
465,rotary,3,amod,0,0,0,0,0
466,evaporation,1,conj,0,0,0,0,0
468,60,0,nummod,0,1,0,0,0
469,°C,1,compound,0,0,0,0,0
471,to,0,aux,1,0,0,0,0
472,remove,4,relcl,0,0,0,0,0
473,suitable,3,amod,0,0,0,0,0
474,water,1,dobj,0,0,0,0,0
476,The,0,det,0,0,0,0,0
477,concentration,1,nsubj,0,0,0,0,0
478,of,0,prep,1,0,0,0,0
479,the,0,det,1,0,0,0,0
480,ﬁnal,3,amod,0,0,0,0,0
481,GO,1,compound,0,0,0,0,0
482,dispersion,1,pobj,0,0,0,0,0
483,adopted,4,acl,0,0,0,0,0
484,is,4,ROOT,1,0,0,0,0
485,5.24,0,nummod,0,1,0,0,0
486,mg,1,compound,0,0,0,0,0
487,mL−1,2,attr,0,0,0,0,0
489,In,0,prep,0,0,0,0,0
490,a,0,det,1,0,0,0,0
491,typical,3,amod,0,0,0,0,0
492,synthesis,1,pobj,0,0,0,0,0
493,of,0,prep,1,0,0,0,0
494,Na3V2(PO4)3,2,pobj,0,0,0,0,0
496,NVP,2,appos,0,0,0,0,0
499,NH4VO3,2,appos,0,0,0,0,0
501,2,0,nummod,0,1,0,0,0
502,mmol,1,appos,0,0,0,0,0
504,and,0,cc,1,0,0,0,0
505,oxalic,3,compound,0,0,0,0,0
506,acid,1,conj,0,0,0,0,0
508,8.4,0,nummod,0,1,0,0,0
509,mmol,1,appos,0,0,0,0,0
511,were,4,auxpass,1,0,0,0,0
512,added,4,ROOT,0,0,0,0,0
513,in,0,prep,1,0,0,0,0
514,80,0,nummod,0,1,0,0,0
515,mL,1,pobj,0,0,0,0,0
516,of,0,prep,1,0,0,0,0
517,water,1,pobj,0,0,0,0,0
518,at,0,prep,1,0,0,0,0
519,80,0,nummod,0,1,0,0,0
520,°C,1,compound,0,0,0,0,0
522,After,0,prep,0,0,0,0,0
523,stirring,4,pcomp,0,0,0,0,0
524,for,0,prep,1,0,0,0,0
525,1,0,nummod,0,1,0,0,0
526,h,1,pobj,0,0,0,0,0
528,the,0,det,1,0,0,0,0
529,above,3,amod,1,0,0,0,0
530,GO,2,compound,0,0,0,0,0
531,dispersion,1,nsubjpass,0,0,0,0,0
532,was,4,auxpass,1,0,0,0,0
533,added,4,ROOT,0,0,0,0,0
534,into,0,prep,1,0,0,0,0
535,the,0,det,1,0,0,0,0
536,mixture,1,pobj,0,0,0,0,0
537,under,0,prep,1,0,0,0,0
538,sonication,1,pobj,0,0,0,0,0
539,for,0,prep,1,0,0,0,0
540,0.5,0,nummod,0,1,0,0,0
541,h.,1,pobj,0,0,0,0,0
542,Then,0,advmod,0,0,0,0,0
543,Na2CO3,2,nsubjpass,0,0,0,0,0
545,1.5,0,nummod,0,1,0,0,0
546,mmol,1,appos,0,0,0,0,0
548,and,0,cc,1,0,0,0,0
549,NH4H2PO4,2,conj,0,0,0,0,0
551,3,0,nummod,0,1,0,0,0
552,mmol,1,appos,0,0,0,0,0
554,were,4,auxpass,1,0,0,0,0
555,added,4,ROOT,0,0,0,0,0
556,under,0,prep,1,0,0,0,0
557,agitation,1,pobj,0,0,0,0,0
558,for,0,prep,1,0,0,0,0
559,36,0,nummod,0,1,0,0,0
560,h.,1,pobj,0,0,0,0,0
561,The,0,det,0,0,0,0,0
562,resultant,3,amod,0,0,0,0,0
563,product,1,nsubjpass,0,0,0,0,0
564,was,4,auxpass,1,0,0,0,0
565,precalcined,4,ROOT,0,0,0,0,0
566,at,0,prep,1,0,0,0,0
567,350,0,nummod,0,1,0,0,0
568,°C,1,compound,0,0,0,0,0
569,for,0,prep,1,0,0,0,0
570,3,0,nummod,0,1,0,0,0
571,h,1,pobj,0,0,0,0,0
572,under,0,prep,1,0,0,0,0
573,an,0,det,1,0,0,0,0
574,N2,2,compound,0,0,0,0,0
575,atmosphere,1,pobj,0,0,0,0,0
577,followed,4,advcl,0,0,0,0,0
578,by,0,agent,1,0,0,0,0
579,the,0,det,1,0,0,0,0
580,powder,1,pobj,0,0,0,0,0
581,produced,4,acl,0,0,0,0,0
582,being,4,auxpass,1,0,0,0,0
583,calcined,4,xcomp,0,0,0,0,0
584,at,0,prep,1,0,0,0,0
585,700,0,nummod,0,1,0,0,0
586,°C,1,compound,0,0,0,0,0
587,for,0,prep,1,0,0,0,0
588,10,0,nummod,0,1,0,0,0
589,h,1,pobj,0,0,0,0,0
590,in,0,prep,1,0,0,0,0
591,H2−Ar,1,amod,0,0,0,0,0
592,mixture,1,pobj,0,0,0,0,0
593,with,0,prep,1,0,0,0,0
594,5,0,nummod,0,1,0,0,0
596,H2,2,pobj,0,0,0,0,0
598,v,1,quantmod,0,0,0,0,0
599,/,0,punct,0,0,0,0,0
600,v,0,nmod,0,0,0,0,0
602,"
",0,,0,0,0,0,0
603,CuInSe2,2,compound,0,0,0,0,0
604,Nanocrystal,2,compound,0,0,0,0,0
605,Synthesis,2,appos,0,0,0,0,0
607,CIS,1,compound,0,0,0,0,0
608,nanocrystals,1,nsubjpass,0,0,0,0,0
609,were,4,auxpass,1,0,0,0,0
610,synthesized,4,ROOT,0,0,0,0,0
611,using,4,advcl,1,0,0,0,0
612,a,0,det,1,0,0,0,0
613,modiﬁcation,1,dobj,0,0,0,0,0
614,of,0,prep,1,0,0,0,0
615,published,4,amod,0,0,0,0,0
616,procedures,1,pobj,0,0,0,0,0
618,In,0,prep,0,0,0,0,0
619,a,0,det,1,0,0,0,0
620,typical,3,amod,0,0,0,0,0
621,reaction,1,pobj,0,0,0,0,0
623,2,0,nummod,0,1,0,0,0
624,mmol,1,nsubjpass,0,0,0,0,0
625,of,0,prep,1,0,0,0,0
626,CuCl,2,pobj,0,0,0,0,0
628,2,0,nummod,0,1,0,0,0
629,mmol,1,appos,0,0,0,0,0
630,of,0,prep,1,0,0,0,0
631,InCl3,2,pobj,0,0,0,0,0
633,4,0,nummod,0,1,0,0,0
634,mmol,1,conj,0,0,0,0,0
635,of,0,prep,1,0,0,0,0
636,Se,2,pobj,0,0,0,0,0
638,and,0,cc,1,0,0,0,0
639,20,0,nummod,0,1,0,0,0
640,mL,1,nsubjpass,0,0,0,0,0
641,of,0,prep,1,0,0,0,0
642,degassed,3,amod,0,0,0,0,0
643,oleylamine,1,pobj,0,0,0,0,0
644,are,4,auxpass,1,0,0,0,0
645,added,4,ROOT,0,0,0,0,0
646,to,0,prep,1,0,0,0,0
647,a,0,det,1,0,0,0,0
648,100,0,nummod,0,1,0,0,0
649,mL,2,nmod,0,0,0,0,0
650,three,0,nummod,1,1,0,0,0
651,-,0,punct,0,0,0,0,0
652,neck,1,compound,0,0,0,0,0
653,ﬂask,1,pobj,0,0,0,0,0
654,inside,0,prep,0,0,0,0,0
655,an,0,det,1,0,0,0,0
656,N2,2,nmod,0,0,0,0,0
657,ﬁlled,4,amod,0,0,0,0,0
658,glovebox,1,pobj,0,0,0,0,0
660,The,0,det,0,0,0,0,0
661,ﬂask,1,nsubjpass,0,0,0,0,0
662,is,4,auxpass,1,0,0,0,0
663,attached,4,ROOT,0,0,0,0,0
664,to,0,prep,1,0,0,0,0
665,a,0,det,1,0,0,0,0
666,standard,3,amod,0,0,0,0,0
667,Schlenk,2,compound,0,0,0,0,0
668,line,1,pobj,0,0,0,0,0
669,and,0,cc,1,0,0,0,0
670,degassed,4,conj,0,0,0,0,0
671,at,0,prep,1,0,0,0,0
672,110,0,nummod,0,1,0,0,0
673,°C,1,compound,0,0,0,0,0
674,under,0,prep,1,0,0,0,0
675,a,0,det,1,0,0,0,0
676,vacuum,1,pobj,0,0,0,0,0
677,for,0,prep,1,0,0,0,0
678,45,0,nummod,0,1,0,0,0
679,min,1,pobj,0,0,0,0,0
681,The,0,det,0,0,0,0,0
682,ﬂask,1,nsubjpass,0,0,0,0,0
683,is,4,auxpass,1,0,0,0,0
684,then,0,advmod,1,0,0,0,0
685,ﬁlled,4,ROOT,0,0,0,0,0
686,with,0,prep,1,0,0,0,0
687,nitrogen,1,pobj,0,0,0,0,0
688,and,0,cc,1,0,0,0,0
689,heated,4,conj,0,0,0,0,0
690,to,0,prep,1,0,0,0,0
691,200,0,nummod,0,1,0,0,0
692,°C,1,compound,0,0,0,0,0
694,After,0,prep,0,0,0,0,0
695,30,0,nummod,0,1,0,0,0
696,min,1,pobj,0,0,0,0,0
698,the,0,det,1,0,0,0,0
699,temperature,1,nsubjpass,0,0,0,0,0
700,is,4,auxpass,1,0,0,0,0
701,raised,4,ROOT,0,0,0,0,0
702,to,0,prep,1,0,0,0,0
703,260,0,nummod,0,1,0,0,0
704,°C,1,compound,0,0,0,0,0
706,After,0,prep,0,0,0,0,0
707,10,0,nummod,0,1,0,0,0
708,min,1,pobj,0,0,0,0,0
710,the,0,det,1,0,0,0,0
711,heating,1,compound,0,0,0,0,0
712,mantle,1,nsubjpass,0,0,0,0,0
713,is,4,auxpass,1,0,0,0,0
714,removed,4,ROOT,0,0,0,0,0
715,and,0,cc,1,0,0,0,0
716,the,0,det,1,0,0,0,0
717,reaction,1,nsubjpass,0,0,0,0,0
718,is,4,auxpass,1,0,0,0,0
719,allowed,4,conj,0,0,0,0,0
720,to,0,aux,1,0,0,0,0
721,cool,4,xcomp,0,0,0,0,0
722,to,0,prep,1,0,0,0,0
723,room,4,compound,0,0,0,0,0
724,temperature,1,pobj,0,0,0,0,0
726,The,0,det,0,0,0,0,0
727,nanocrystals,1,nsubjpass,0,0,0,0,0
728,are,4,auxpass,1,0,0,0,0
729,washed,4,ROOT,0,0,0,0,0
730,via,0,prep,1,0,0,0,0
731,centrifugation,1,pobj,0,0,0,0,0
732,using,4,acl,1,0,0,0,0
733,toluene,1,dobj,0,0,0,0,0
734,and,0,cc,1,0,0,0,0
735,ethanol,1,conj,0,0,0,0,0
736,as,0,prep,1,0,0,0,0
737,the,0,det,1,0,0,0,0
738,solvent,1,pobj,0,0,0,0,0
739,and,0,cc,1,0,0,0,0
740,antisolvent,1,conj,0,0,0,0,0
742,respectively,0,advmod,0,0,0,0,0
744,Poorly,0,advmod,0,0,0,0,0
745,capped,4,amod,0,0,0,0,0
746,nanocrystals,1,nsubjpass,0,0,0,0,0
747,are,4,auxpass,1,0,0,0,0
748,then,0,advmod,1,0,0,0,0
749,separated,4,ROOT,0,0,0,0,0
750,from,0,prep,1,0,0,0,0
751,the,0,det,1,0,0,0,0
752,toluene,1,compound,0,0,0,0,0
753,solution,1,pobj,0,0,0,0,0
754,via,0,prep,1,0,0,0,0
755,centrifugation,1,pobj,0,0,0,0,0
757,The,0,det,0,0,0,0,0
758,ﬁnal,3,amod,0,0,0,0,0
759,nanocrystal,3,amod,0,0,0,0,0
760,dispersion,1,nsubjpass,0,0,0,0,0
761,is,4,auxpass,1,0,0,0,0
